return_id,transaction_id,merchant_id,customer_id,return_requested_timestamp,return_reason,days_after_delivery,item_condition,return_approved,refund_issued,refund_delay_days,return_outcome
RET0007320,TXN0056304,M000395,C000024,2025-08-25 08:34:23,size_issue,11,damaged,0,0,,rejected
RET0007321,TXN0056305,M000392,C000004,2025-08-18 08:38:51,damaged_item,4,unopened,1,1,6.0,full_refund
RET0007322,TXN0056312,M000154,C000063,2025-08-17 09:03:33,other,3,unopened,0,0,,rejected
RET0007323,TXN0056331,M000298,C000056,2025-08-21 10:07:16,changed_mind,7,damaged,0,0,,rejected
RET0007324,TXN0056332,M000007,C000100,2025-08-23 10:12:22,changed_mind,9,unopened,1,1,1.0,full_refund
RET0007325,TXN0056334,M000395,C000030,2025-08-27 10:15:07,size_issue,13,damaged,0,0,,rejected
RET0007326,TXN0056356,M000058,C000015,2025-08-26 12:03:05,size_issue,12,damaged,0,0,,rejected
RET0007327,TXN0056360,M000002,C000144,2025-08-15 12:21:02,damaged_item,1,damaged,0,0,,rejected
RET0007328,TXN0056369,M000050,C000051,2025-08-23 12:51:25,size_issue,9,unopened,1,1,3.0,full_refund
RET0007329,TXN0056374,M000168,C000047,2025-08-23 13:42:59,size_issue,9,damaged,0,0,,rejected
RET0007330,TXN0056377,M000226,C000017,2025-08-16 13:54:41,size_issue,2,opened,1,1,1.0,full_refund
RET0007331,TXN0056384,M000037,C000013,2025-08-18 14:24:38,changed_mind,4,unopened,0,0,,rejected
RET0007332,TXN0056386,M000237,C000006,2025-08-16 14:38:46,damaged_item,2,unopened,1,1,1.0,full_refund
RET0007333,TXN0056395,M000007,C000025,2025-08-19 15:29:46,changed_mind,5,opened,1,1,4.0,full_refund
RET0007334,TXN0056405,M000154,C000008,2025-08-26 16:08:34,size_issue,12,unopened,1,1,2.0,full_refund
RET0007335,TXN0056411,M000234,C000011,2025-08-19 16:47:04,other,5,opened,1,1,1.0,full_refund
RET0007336,TXN0056415,M000324,C000020,2025-08-17 17:00:05,changed_mind,3,missing_tags,0,0,,rejected
RET0007337,TXN0056418,M000002,C000077,2025-08-18 17:10:06,size_issue,4,damaged,0,0,,rejected
RET0007338,TXN0056420,M000159,C000004,2025-08-19 17:12:39,damaged_item,5,opened,1,1,2.0,full_refund
RET0007339,TXN0056425,M000287,C000079,2025-08-22 17:32:47,size_issue,8,missing_tags,0,0,,rejected
RET0007340,TXN0056427,M000388,C000056,2025-08-23 17:52:00,size_issue,9,damaged,0,0,,rejected
RET0007341,TXN0056430,M000339,C000006,2025-08-16 18:06:57,late_delivery,2,damaged,0,0,,rejected
RET0007342,TXN0056432,M000085,C000006,2025-08-15 18:09:24,quality_issue,1,opened,1,1,1.0,full_refund
RET0007343,TXN0056437,M000251,C000008,2025-08-22 18:16:19,other,8,unopened,1,1,1.0,full_refund
RET0007344,TXN0056440,M000002,C000046,2025-08-18 18:29:08,size_issue,4,missing_tags,0,0,,rejected
RET0007345,TXN0056457,M000103,C000065,2025-08-22 19:27:47,quality_issue,8,opened,1,1,3.0,full_refund
RET0007346,TXN0056458,M000086,C000018,2025-08-25 19:29:51,changed_mind,11,missing_tags,0,0,,rejected
RET0007347,TXN0056461,M000134,C000051,2025-08-21 19:36:11,other,7,missing_tags,0,0,,rejected
RET0007348,TXN0056487,M000060,C000002,2025-08-15 22:20:23,size_issue,1,opened,1,1,2.0,full_refund
RET0007349,TXN0056494,M000342,C000058,2025-08-26 00:25:09,wrong_item,11,missing_tags,0,0,,rejected
RET0007350,TXN0056498,M000395,C000036,2025-08-16 04:25:40,size_issue,1,damaged,0,0,,rejected
RET0007351,TXN0056508,M000132,C000023,2025-08-17 06:50:36,size_issue,2,unopened,1,1,5.0,full_refund
RET0007352,TXN0056510,M000107,C000012,2025-08-28 06:59:47,size_issue,13,unopened,1,1,3.0,full_refund
RET0007353,TXN0056511,M000341,C000026,2025-08-17 07:01:37,wrong_item,2,unopened,1,1,5.0,full_refund
RET0007354,TXN0056514,M000287,C000107,2025-08-26 07:26:59,damaged_item,11,opened,1,1,4.0,full_refund
RET0007355,TXN0056516,M000283,C000097,2025-08-18 07:45:03,wrong_item,3,unopened,0,0,,rejected
RET0007356,TXN0056524,M000308,C000008,2025-08-18 08:21:13,damaged_item,3,missing_tags,0,0,,rejected
RET0007357,TXN0056526,M000112,C000001,2025-08-28 08:44:30,size_issue,13,unopened,1,1,1.0,full_refund
RET0007358,TXN0056534,M000014,C000011,2025-08-18 09:12:18,size_issue,3,opened,1,1,5.0,full_refund
RET0007359,TXN0056537,M000027,C000004,2025-08-26 09:18:10,size_issue,11,damaged,0,0,,rejected
RET0007360,TXN0056546,M000181,C000019,2025-08-27 09:42:33,size_issue,12,damaged,0,0,,rejected
RET0007361,TXN0056568,M000196,C000053,2025-08-16 11:29:08,size_issue,1,opened,1,1,4.0,full_refund
RET0007362,TXN0056569,M000064,C000010,2025-08-23 11:31:18,size_issue,8,missing_tags,0,0,,rejected
RET0007363,TXN0056592,M000152,C000023,2025-08-21 13:53:50,size_issue,6,unopened,0,0,,rejected
RET0007364,TXN0056605,M000363,C000095,2025-08-23 15:02:05,size_issue,8,unopened,1,1,1.0,full_refund
RET0007365,TXN0056622,M000376,C000029,2025-08-19 16:36:46,changed_mind,4,damaged,0,0,,rejected
RET0007366,TXN0056630,M000109,C000010,2025-08-19 17:09:58,size_issue,4,unopened,1,1,4.0,full_refund
RET0007367,TXN0056634,M000224,C000037,2025-08-17 17:30:12,not_as_described,2,opened,1,1,4.0,full_refund
RET0007368,TXN0056668,M000329,C000013,2025-08-26 19:47:38,size_issue,11,missing_tags,0,0,,rejected
RET0007369,TXN0056672,M000228,C000082,2025-08-16 19:56:06,late_delivery,1,missing_tags,0,0,,rejected
RET0007370,TXN0056675,M000369,C000030,2025-08-19 20:14:18,changed_mind,4,damaged,0,0,,rejected
RET0007371,TXN0056682,M000109,C000018,2025-08-26 20:58:22,size_issue,11,damaged,0,0,,rejected
RET0007372,TXN0056688,M000344,C000056,2025-08-25 21:33:51,wrong_item,10,opened,0,0,,rejected
RET0007373,TXN0056692,M000086,C000020,2025-08-26 22:13:13,quality_issue,11,unopened,1,1,4.0,full_refund
RET0007374,TXN0056699,M000002,C000046,2025-08-25 23:35:33,changed_mind,10,missing_tags,0,0,,rejected
RET0007375,TXN0056700,M000106,C000012,2025-08-24 23:36:51,quality_issue,9,opened,1,1,2.0,full_refund
RET0007376,TXN0056717,M000287,C000109,2025-08-25 05:29:52,size_issue,9,damaged,0,0,,rejected
RET0007377,TXN0056720,M000154,C000064,2025-08-25 05:37:00,changed_mind,9,opened,1,1,1.0,full_refund
RET0007378,TXN0056721,M000217,C000026,2025-08-23 05:44:44,other,7,damaged,0,0,,rejected
RET0007379,TXN0056727,M000393,C000074,2025-08-18 06:46:03,wrong_item,2,damaged,0,0,,rejected
RET0007380,TXN0056730,M000395,C000030,2025-08-26 06:50:13,changed_mind,10,opened,1,1,1.0,full_refund
RET0007381,TXN0056734,M000395,C000030,2025-08-27 07:42:41,not_as_described,11,damaged,0,0,,rejected
RET0007382,TXN0056742,M000126,C000036,2025-08-22 08:15:58,size_issue,6,unopened,1,1,6.0,full_refund
RET0007383,TXN0056746,M000174,C000027,2025-08-22 08:35:33,size_issue,6,damaged,0,0,,rejected
RET0007384,TXN0056748,M000023,C000019,2025-08-18 08:40:29,changed_mind,2,damaged,0,0,,rejected
RET0007385,TXN0056751,M000136,C000001,2025-08-29 08:48:59,size_issue,13,unopened,1,1,6.0,full_refund
RET0007386,TXN0056752,M000376,C000006,2025-08-25 08:55:33,size_issue,9,damaged,0,0,,rejected
RET0007387,TXN0056764,M000376,C000013,2025-08-21 09:30:59,wrong_item,5,unopened,1,1,1.0,full_refund
RET0007388,TXN0056765,M000032,C000010,2025-08-26 09:34:22,size_issue,10,missing_tags,0,0,,rejected
RET0007389,TXN0056776,M000361,C000074,2025-08-27 10:13:00,wrong_item,11,opened,1,1,1.0,full_refund
RET0007390,TXN0056778,M000395,C000028,2025-08-21 10:15:23,size_issue,5,unopened,1,1,1.0,full_refund
RET0007391,TXN0056782,M000196,C000053,2025-08-24 10:22:28,size_issue,8,missing_tags,0,0,,rejected
RET0007392,TXN0056793,M000226,C000053,2025-08-24 11:10:07,changed_mind,8,damaged,0,0,,rejected
RET0007393,TXN0056802,M000361,C000020,2025-08-18 11:51:36,damaged_item,2,unopened,0,0,,rejected
RET0007394,TXN0056815,M000195,C000032,2025-08-29 12:46:12,size_issue,13,unopened,1,1,6.0,full_refund
RET0007395,TXN0056817,M000247,C000021,2025-08-20 12:53:36,quality_issue,4,missing_tags,0,0,,rejected
RET0007396,TXN0056818,M000330,C000027,2025-08-21 13:07:30,changed_mind,5,missing_tags,0,0,,rejected
RET0007397,TXN0056819,M000363,C000033,2025-08-19 13:10:18,late_delivery,3,damaged,0,0,,rejected
RET0007398,TXN0056827,M000395,C000030,2025-08-18 13:41:00,quality_issue,2,missing_tags,0,0,,rejected
RET0007399,TXN0056843,M000228,C000060,2025-08-19 15:14:03,other,3,opened,1,1,5.0,full_refund
RET0007400,TXN0056858,M000376,C000017,2025-08-17 16:18:44,wrong_item,1,opened,1,1,2.0,full_refund
RET0007401,TXN0056861,M000152,C000006,2025-08-27 16:33:37,damaged_item,11,missing_tags,0,0,,rejected
RET0007402,TXN0056911,M000310,C000055,2025-08-28 19:24:24,changed_mind,12,opened,0,0,,rejected
RET0007403,TXN0056912,M000298,C000064,2025-08-27 19:26:08,changed_mind,11,opened,1,1,5.0,full_refund
RET0007404,TXN0056920,M000388,C000038,2025-08-26 19:54:58,other,10,damaged,0,0,,rejected
RET0007405,TXN0056923,M000343,C000051,2025-08-25 19:58:19,size_issue,9,opened,1,1,6.0,full_refund
RET0007406,TXN0056953,M000167,C000009,2025-08-21 23:51:00,quality_issue,5,damaged,0,0,,rejected
RET0007407,TXN0056954,M000109,C000010,2025-08-20 00:05:00,changed_mind,3,missing_tags,0,0,,rejected
RET0007408,TXN0056955,M000319,C000045,2025-08-21 00:21:46,damaged_item,4,missing_tags,0,0,,rejected
RET0007409,TXN0056960,M000014,C000033,2025-08-30 03:04:19,size_issue,13,unopened,0,0,,rejected
RET0007410,TXN0056967,M000244,C000104,2025-08-30 05:34:49,not_as_described,13,missing_tags,0,0,,rejected
RET0007411,TXN0056975,M000376,C000048,2025-08-22 06:36:40,changed_mind,5,missing_tags,0,0,,rejected
RET0007412,TXN0056995,M000103,C000051,2025-08-22 07:43:29,changed_mind,5,missing_tags,0,0,,rejected
RET0007413,TXN0056999,M000061,C000017,2025-08-20 08:13:16,wrong_item,3,unopened,1,1,1.0,full_refund
RET0007414,TXN0057000,M000310,C000082,2025-08-23 08:14:29,size_issue,6,opened,1,1,1.0,full_refund
RET0007415,TXN0057002,M000139,C000009,2025-08-25 08:38:00,size_issue,8,damaged,0,0,,rejected
RET0007416,TXN0057007,M000252,C000114,2025-08-26 08:58:49,late_delivery,9,opened,1,1,5.0,full_refund
RET0007417,TXN0057008,M000025,C000012,2025-08-23 09:04:29,other,6,unopened,0,0,,rejected
RET0007418,TXN0057009,M000342,C000025,2025-08-30 09:04:33,changed_mind,13,unopened,1,1,5.0,full_refund
RET0007419,TXN0057021,M000251,C000026,2025-08-26 09:37:43,quality_issue,9,opened,1,1,2.0,full_refund
RET0007420,TXN0057023,M000064,C000001,2025-08-28 09:46:12,wrong_item,11,missing_tags,0,0,,rejected
RET0007421,TXN0057029,M000329,C000009,2025-08-21 10:07:52,not_as_described,4,damaged,0,0,,rejected
RET0007422,TXN0057039,M000002,C000137,2025-08-30 10:55:31,late_delivery,13,unopened,1,1,3.0,full_refund
RET0007423,TXN0057044,M000283,C000026,2025-08-28 11:11:16,size_issue,11,opened,1,1,1.0,full_refund
RET0007424,TXN0057049,M000002,C000104,2025-08-30 11:20:53,wrong_item,13,unopened,1,1,1.0,full_refund
RET0007425,TXN0057055,M000298,C000034,2025-08-26 11:31:44,not_as_described,9,damaged,0,0,,rejected
RET0007426,TXN0057065,M000060,C000016,2025-08-22 12:18:06,changed_mind,5,missing_tags,0,0,,rejected
RET0007427,TXN0057068,M000270,C000006,2025-08-18 12:32:18,changed_mind,1,damaged,0,0,,rejected
RET0007428,TXN0057073,M000103,C000065,2025-08-29 13:06:06,size_issue,12,missing_tags,0,0,,rejected
RET0007429,TXN0057087,M000345,C000051,2025-08-24 13:53:37,quality_issue,7,unopened,1,1,2.0,full_refund
RET0007430,TXN0057091,M000255,C000067,2025-08-27 14:25:02,other,10,unopened,1,1,5.0,full_refund
RET0007431,TXN0057095,M000027,C000001,2025-08-21 14:30:10,size_issue,4,unopened,1,1,5.0,full_refund
RET0007432,TXN0057098,M000156,C000005,2025-08-29 14:43:38,quality_issue,12,missing_tags,0,0,,rejected
RET0007433,TXN0057126,M000210,C000022,2025-08-23 16:41:25,size_issue,6,opened,1,1,5.0,full_refund
RET0007434,TXN0057141,M000252,C000109,2025-08-19 17:39:48,size_issue,2,damaged,0,0,,rejected
RET0007435,TXN0057154,M000144,C000012,2025-08-29 18:43:07,size_issue,12,opened,1,1,5.0,full_refund
RET0007436,TXN0057155,M000363,C000005,2025-08-23 18:46:24,size_issue,6,damaged,0,0,,rejected
RET0007437,TXN0057158,M000136,C000032,2025-08-24 18:58:47,size_issue,7,opened,1,1,4.0,full_refund
RET0007438,TXN0057159,M000015,C000051,2025-08-24 19:00:13,size_issue,7,opened,1,1,4.0,full_refund
RET0007439,TXN0057173,M000210,C000014,2025-08-18 19:40:24,size_issue,1,opened,1,1,6.0,full_refund
RET0007440,TXN0057175,M000210,C000040,2025-08-22 19:46:11,changed_mind,5,missing_tags,0,0,,rejected
RET0007441,TXN0057179,M000109,C000017,2025-08-23 19:54:04,changed_mind,6,missing_tags,0,0,,rejected
RET0007442,TXN0057240,M000112,C000055,2025-08-20 06:48:42,not_as_described,2,opened,0,0,,rejected
RET0007443,TXN0057241,M000086,C000003,2025-08-23 06:56:27,size_issue,5,unopened,1,1,5.0,full_refund
RET0007444,TXN0057247,M000002,C000096,2025-08-31 07:48:17,not_as_described,13,damaged,0,0,,rejected
RET0007445,TXN0057256,M000310,C000013,2025-08-27 08:18:03,changed_mind,9,damaged,0,0,,rejected
RET0007446,TXN0057270,M000320,C000020,2025-08-24 09:31:39,changed_mind,6,unopened,1,1,1.0,full_refund
RET0007447,TXN0057275,M000287,C000126,2025-08-19 09:55:03,changed_mind,1,damaged,0,0,,rejected
RET0007448,TXN0057290,M000369,C000062,2025-08-29 10:44:12,damaged_item,11,missing_tags,0,0,,rejected
RET0007449,TXN0057299,M000203,C000016,2025-08-24 10:56:08,quality_issue,6,opened,1,1,5.0,full_refund
RET0007450,TXN0057312,M000107,C000023,2025-08-25 11:57:31,size_issue,7,missing_tags,0,0,,rejected
RET0007451,TXN0057330,M000289,C000025,2025-08-28 13:07:13,size_issue,10,damaged,0,0,,rejected
RET0007452,TXN0057335,M000395,C000028,2025-08-25 13:41:49,size_issue,7,opened,1,1,2.0,full_refund
RET0007453,TXN0057351,M000369,C000008,2025-08-26 14:45:57,changed_mind,8,missing_tags,0,0,,rejected
RET0007454,TXN0057352,M000061,C000039,2025-08-21 14:56:23,size_issue,3,damaged,0,0,,rejected
RET0007455,TXN0057356,M000343,C000019,2025-08-19 15:06:13,quality_issue,1,unopened,1,1,1.0,full_refund
RET0007456,TXN0057359,M000139,C000007,2025-08-29 15:18:27,other,11,damaged,0,0,,rejected
RET0007457,TXN0057361,M000289,C000032,2025-08-29 15:22:53,damaged_item,11,opened,1,1,2.0,full_refund
RET0007458,TXN0057363,M000109,C000006,2025-08-24 15:29:44,size_issue,6,opened,1,1,4.0,full_refund
RET0007459,TXN0057372,M000144,C000012,2025-08-21 16:22:08,quality_issue,3,missing_tags,0,0,,rejected
RET0007460,TXN0057376,M000380,C000027,2025-08-24 16:37:05,size_issue,6,missing_tags,0,0,,rejected
RET0007461,TXN0057378,M000287,C000036,2025-08-20 16:44:44,changed_mind,2,damaged,0,0,,rejected
RET0007462,TXN0057381,M000395,C000027,2025-08-26 17:00:39,other,8,opened,1,1,2.0,full_refund
RET0007463,TXN0057382,M000380,C000061,2025-08-24 17:02:22,wrong_item,6,unopened,1,1,5.0,full_refund
RET0007464,TXN0057396,M000252,C000123,2025-08-31 17:47:17,other,13,damaged,0,0,,rejected
RET0007465,TXN0057398,M000103,C000026,2025-08-21 18:02:49,wrong_item,3,damaged,0,0,,rejected
RET0007466,TXN0057405,M000224,C000033,2025-08-22 18:27:57,other,4,unopened,1,1,2.0,full_refund
RET0007467,TXN0057407,M000330,C000018,2025-08-30 18:31:50,size_issue,12,damaged,0,0,,rejected
RET0007468,TXN0057434,M000225,C000014,2025-08-27 20:08:29,changed_mind,9,opened,1,1,3.0,full_refund
RET0007469,TXN0057444,M000086,C000039,2025-08-22 21:12:58,size_issue,4,unopened,1,1,5.0,full_refund
RET0007470,TXN0057453,M000226,C000037,2025-08-21 21:58:56,size_issue,3,missing_tags,0,0,,rejected
RET0007471,TXN0057458,M000178,C000056,2025-08-31 22:51:21,not_as_described,13,opened,1,1,1.0,full_refund
RET0007472,TXN0057459,M000330,C000026,2025-08-19 22:53:44,size_issue,1,opened,1,1,6.0,full_refund
RET0007473,TXN0057460,M000174,C000049,2025-08-26 23:16:02,size_issue,8,opened,0,0,,rejected
RET0007474,TXN0057464,M000298,C000035,2025-08-31 23:43:53,size_issue,13,opened,1,1,4.0,full_refund
RET0007475,TXN0057466,M000311,C000024,2025-08-25 01:13:27,wrong_item,6,unopened,1,1,6.0,full_refund
RET0007476,TXN0057472,M000019,C000012,2025-08-23 02:20:54,wrong_item,4,missing_tags,0,0,,rejected
RET0007477,TXN0057487,M000103,C000045,2025-09-01 06:14:09,size_issue,13,opened,1,1,5.0,full_refund
RET0007478,TXN0057488,M000047,C000055,2025-08-23 06:15:22,size_issue,4,missing_tags,0,0,,rejected
RET0007479,TXN0057492,M000329,C000016,2025-08-20 07:18:41,quality_issue,1,opened,1,1,3.0,full_refund
RET0007480,TXN0057497,M000143,C000068,2025-08-21 08:03:12,late_delivery,2,damaged,0,0,,rejected
RET0007481,TXN0057507,M000282,C000014,2025-08-29 08:44:35,size_issue,10,damaged,0,0,,rejected
RET0007482,TXN0057508,M000331,C000085,2025-08-30 08:45:04,size_issue,11,missing_tags,0,0,,rejected
RET0007483,TXN0057510,M000161,C000050,2025-08-27 09:03:43,damaged_item,8,damaged,0,0,,rejected
RET0007484,TXN0057516,M000228,C000053,2025-08-24 09:20:51,other,5,opened,1,1,4.0,full_refund
RET0007485,TXN0057518,M000086,C000036,2025-08-24 09:25:12,size_issue,5,missing_tags,0,0,,rejected
RET0007486,TXN0057521,M000387,C000007,2025-08-22 09:49:26,wrong_item,3,unopened,1,1,1.0,full_refund
RET0007487,TXN0057527,M000341,C000069,2025-08-20 10:33:53,changed_mind,1,opened,1,1,6.0,full_refund
RET0007488,TXN0057529,M000361,C000042,2025-08-31 10:42:02,size_issue,12,unopened,1,1,2.0,full_refund
RET0007489,TXN0057531,M000023,C000019,2025-08-31 10:45:01,damaged_item,12,opened,1,1,3.0,full_refund
RET0007490,TXN0057541,M000310,C000009,2025-08-27 11:22:06,size_issue,8,unopened,0,0,,rejected
RET0007491,TXN0057545,M000195,C000046,2025-08-22 11:32:47,damaged_item,3,opened,1,1,2.0,full_refund
RET0007492,TXN0057547,M000398,C000021,2025-08-21 11:33:44,not_as_described,2,missing_tags,0,0,,rejected
RET0007493,TXN0057554,M000139,C000063,2025-08-20 12:13:49,other,1,missing_tags,0,0,,rejected
RET0007494,TXN0057565,M000109,C000010,2025-08-26 12:43:43,wrong_item,7,missing_tags,0,0,,rejected
RET0007495,TXN0057575,M000228,C000074,2025-08-29 13:07:40,size_issue,10,missing_tags,0,0,,rejected
RET0007496,TXN0057576,M000287,C000074,2025-08-24 13:08:06,not_as_described,5,damaged,0,0,,rejected
RET0007497,TXN0057577,M000228,C000074,2025-08-20 13:09:13,late_delivery,1,opened,1,1,4.0,full_refund
RET0007498,TXN0057582,M000310,C000065,2025-08-26 13:32:07,wrong_item,7,opened,1,1,4.0,full_refund
RET0007499,TXN0057596,M000109,C000031,2025-08-20 14:28:24,changed_mind,1,missing_tags,0,0,,rejected
RET0007500,TXN0057599,M000287,C000041,2025-08-21 14:39:37,late_delivery,2,damaged,0,0,,rejected
RET0007501,TXN0057625,M000132,C000026,2025-08-23 16:28:27,size_issue,4,opened,1,1,1.0,full_refund
RET0007502,TXN0057659,M000345,C000026,2025-08-22 19:27:38,quality_issue,3,missing_tags,0,0,,rejected
RET0007503,TXN0057660,M000369,C000082,2025-09-01 19:28:54,quality_issue,13,opened,1,1,6.0,full_refund
RET0007504,TXN0057679,M000344,C000024,2025-08-20 21:12:01,wrong_item,1,opened,1,1,3.0,full_refund
RET0007505,TXN0057681,M000037,C000015,2025-08-30 21:33:07,size_issue,11,unopened,1,1,3.0,full_refund
RET0007506,TXN0057683,M000111,C000013,2025-08-26 21:36:28,changed_mind,7,missing_tags,0,0,,rejected
RET0007507,TXN0057702,M000341,C000027,2025-08-22 01:10:53,changed_mind,2,opened,0,0,,rejected
RET0007508,TXN0057703,M000161,C000002,2025-08-25 01:23:06,wrong_item,5,unopened,1,1,1.0,full_refund
RET0007509,TXN0057721,M000196,C000040,2025-08-29 06:46:08,quality_issue,9,unopened,1,1,2.0,full_refund
RET0007510,TXN0057727,M000131,C000062,2025-08-30 07:40:37,not_as_described,10,opened,1,1,5.0,full_refund
RET0007511,TXN0057750,M000142,C000021,2025-08-23 08:56:28,size_issue,3,unopened,1,1,4.0,full_refund
RET0007512,TXN0057757,M000156,C000034,2025-08-21 09:15:38,damaged_item,1,missing_tags,0,0,,rejected
RET0007513,TXN0057766,M000380,C000055,2025-08-26 09:55:39,other,6,damaged,0,0,,rejected
RET0007514,TXN0057774,M000269,C000001,2025-08-27 10:21:43,wrong_item,7,unopened,1,1,2.0,full_refund
RET0007515,TXN0057783,M000150,C000017,2025-08-21 10:46:42,size_issue,1,damaged,0,0,,rejected
RET0007516,TXN0057784,M000131,C000101,2025-08-24 10:47:26,wrong_item,4,missing_tags,0,0,,rejected
RET0007517,TXN0057793,M000136,C000022,2025-08-29 11:30:08,changed_mind,9,damaged,0,0,,rejected
RET0007518,TXN0057809,M000210,C000018,2025-08-29 13:20:34,size_issue,9,damaged,0,0,,rejected
RET0007519,TXN0057825,M000341,C000070,2025-09-01 14:34:15,changed_mind,12,opened,1,1,6.0,full_refund
RET0007520,TXN0057832,M000143,C000024,2025-08-30 15:18:16,late_delivery,10,unopened,1,1,5.0,full_refund
RET0007521,TXN0057841,M000136,C000032,2025-08-26 16:20:53,wrong_item,6,missing_tags,0,0,,rejected
RET0007522,TXN0057851,M000345,C000003,2025-08-25 17:01:01,changed_mind,5,missing_tags,0,0,,rejected
RET0007523,TXN0057870,M000388,C000077,2025-08-27 18:11:20,size_issue,7,damaged,0,0,,rejected
RET0007524,TXN0057874,M000251,C000024,2025-08-23 18:26:00,size_issue,3,damaged,0,0,,rejected
RET0007525,TXN0057879,M000143,C000019,2025-08-28 18:51:42,size_issue,8,unopened,1,1,5.0,full_refund
RET0007526,TXN0057891,M000181,C000030,2025-08-31 19:31:42,changed_mind,11,unopened,1,1,2.0,full_refund
RET0007527,TXN0057893,M000388,C000077,2025-08-23 19:38:29,size_issue,3,missing_tags,0,0,,rejected
RET0007528,TXN0057903,M000330,C000035,2025-08-26 20:19:31,size_issue,6,unopened,1,1,6.0,full_refund
RET0007529,TXN0057932,M000344,C000041,2025-08-27 22:41:04,size_issue,7,unopened,1,1,2.0,full_refund
RET0007530,TXN0057952,M000022,C000001,2025-08-28 04:56:38,size_issue,7,opened,1,1,1.0,full_refund
RET0007531,TXN0057961,M000126,C000033,2025-08-25 06:40:16,wrong_item,4,damaged,0,0,,rejected
RET0007532,TXN0057963,M000126,C000007,2025-08-30 06:46:05,wrong_item,9,unopened,1,1,6.0,full_refund
RET0007533,TXN0057964,M000136,C000021,2025-08-30 06:46:26,size_issue,9,damaged,0,0,,rejected
RET0007534,TXN0057976,M000025,C000039,2025-08-22 08:50:03,not_as_described,1,opened,0,0,,rejected
RET0007535,TXN0057981,M000001,C000014,2025-08-31 09:16:45,changed_mind,10,unopened,0,0,,rejected
RET0007536,TXN0057985,M000062,C000005,2025-08-22 09:35:36,quality_issue,1,missing_tags,0,0,,rejected
RET0007537,TXN0057994,M000154,C000065,2025-08-31 10:32:00,changed_mind,10,missing_tags,0,0,,rejected
RET0007538,TXN0058006,M000252,C000035,2025-08-27 11:11:08,other,6,opened,1,1,5.0,full_refund
RET0007539,TXN0058007,M000331,C000076,2025-08-23 11:12:33,changed_mind,2,damaged,0,0,,rejected
RET0007540,TXN0058008,M000064,C000041,2025-08-22 11:14:59,size_issue,1,damaged,0,0,,rejected
RET0007541,TXN0058015,M000150,C000017,2025-08-29 11:41:05,size_issue,8,missing_tags,0,0,,rejected
RET0007542,TXN0058039,M000237,C000053,2025-08-26 13:16:06,quality_issue,5,opened,0,0,,rejected
RET0007543,TXN0058062,M000244,C000067,2025-08-24 15:19:56,quality_issue,3,unopened,1,1,3.0,full_refund
RET0007544,TXN0058064,M000112,C000064,2025-08-29 15:19:57,size_issue,8,missing_tags,0,0,,rejected
RET0007545,TXN0058065,M000112,C000088,2025-08-24 15:23:31,size_issue,3,opened,1,1,2.0,full_refund
RET0007546,TXN0058070,M000331,C000019,2025-09-02 15:43:27,other,12,missing_tags,0,0,,rejected
RET0007547,TXN0058089,M000109,C000034,2025-08-27 17:06:22,size_issue,6,damaged,0,0,,rejected
RET0007548,TXN0058113,M000398,C000096,2025-09-01 18:42:26,changed_mind,11,missing_tags,0,0,,rejected
RET0007549,TXN0058128,M000079,C000023,2025-08-29 19:32:16,damaged_item,8,opened,0,0,,rejected
RET0007550,TXN0058135,M000339,C000029,2025-08-30 19:54:14,quality_issue,9,damaged,0,0,,rejected
RET0007551,TXN0058139,M000019,C000028,2025-08-22 20:31:08,other,1,damaged,0,0,,rejected
RET0007552,TXN0058140,M000380,C000077,2025-08-29 20:32:28,size_issue,8,missing_tags,0,0,,rejected
RET0007553,TXN0058143,M000014,C000032,2025-08-22 20:49:25,not_as_described,1,opened,0,0,,rejected
RET0007554,TXN0058157,M000330,C000024,2025-08-24 23:38:44,other,3,damaged,0,0,,rejected
RET0007555,TXN0058165,M000060,C000020,2025-09-02 03:57:18,size_issue,11,opened,1,1,5.0,full_refund
RET0007556,TXN0058181,M000369,C000027,2025-08-24 07:43:58,late_delivery,2,unopened,1,1,3.0,full_refund
RET0007557,TXN0058188,M000343,C000003,2025-08-26 08:02:02,size_issue,4,unopened,1,1,4.0,full_refund
RET0007558,TXN0058194,M000388,C000026,2025-09-01 08:24:36,not_as_described,10,damaged,0,0,,rejected
RET0007559,TXN0058201,M000118,C000005,2025-08-31 08:51:15,wrong_item,9,damaged,0,0,,rejected
RET0007560,TXN0058202,M000392,C000015,2025-08-23 08:51:43,wrong_item,1,missing_tags,0,0,,rejected
RET0007561,TXN0058204,M000159,C000004,2025-08-28 08:57:24,quality_issue,6,opened,1,1,5.0,full_refund
RET0007562,TXN0058227,M000139,C000063,2025-09-01 10:36:01,quality_issue,10,opened,1,1,1.0,full_refund
RET0007563,TXN0058236,M000007,C000015,2025-08-24 11:10:33,late_delivery,2,damaged,0,0,,rejected
RET0007564,TXN0058254,M000132,C000026,2025-09-01 12:18:01,other,10,opened,1,1,2.0,full_refund
RET0007565,TXN0058263,M000228,C000028,2025-08-28 13:14:49,size_issue,6,opened,1,1,5.0,full_refund
RET0007566,TXN0058283,M000228,C000074,2025-09-04 14:56:48,damaged_item,13,unopened,1,1,2.0,full_refund
