merchant_id,hour,transaction_count,transaction_volume,average_transaction_amount,new_device_rate,authentication_failure_rate,high_risk_ip_rate,payment_failure_rate,new_customer_rate,chargeback_rate,dispute_rate,return_rate,baseline_transaction_count,volume_deviation,risk_signal_count,merchant_hourly_anomaly
M000215,2025-06-15 20:00:00,1,26918.23,26918.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0
M000217,2025-06-15 20:00:00,1,3748.41,3748.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000237,2025-06-15 20:00:00,1,1099.65,1099.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,0.95,1,0
M000250,2025-06-15 20:00:00,1,11370.91,11370.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000293,2025-06-15 20:00:00,1,5512.08,5512.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000331,2025-06-15 20:00:00,1,1596.06,1596.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000344,2025-06-15 20:00:00,1,3552.9,3552.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000367,2025-06-15 20:00:00,1,4570.41,4570.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000388,2025-06-15 20:00:00,1,1608.99,1608.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000001,2025-06-15 21:00:00,1,865.7,865.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000097,2025-06-15 21:00:00,1,1824.35,1824.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000104,2025-06-15 21:00:00,1,880.44,880.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000126,2025-06-15 21:00:00,1,722.75,722.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000178,2025-06-15 21:00:00,1,748.02,748.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000199,2025-06-15 21:00:00,1,6935.42,6935.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000303,2025-06-15 21:00:00,1,395.67,395.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000364,2025-06-15 21:00:00,1,928.83,928.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000384,2025-06-15 21:00:00,1,5693.92,5693.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000064,2025-06-15 22:00:00,1,346.05,346.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000106,2025-06-15 22:00:00,1,2745.93,2745.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000174,2025-06-15 22:00:00,1,1682.76,1682.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000176,2025-06-15 22:00:00,1,1046.64,1046.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000178,2025-06-15 22:00:00,1,682.16,682.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000195,2025-06-15 22:00:00,1,1102.54,1102.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.04,0.96,1,0
M000269,2025-06-15 22:00:00,1,6223.51,6223.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000240,2025-06-15 23:00:00,1,2077.99,2077.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.99,1,0
M000244,2025-06-15 23:00:00,1,629.34,629.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000287,2025-06-15 23:00:00,1,663.71,663.71,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.05,0.95,1,1
M000289,2025-06-15 23:00:00,1,3612.76,3612.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,0
M000326,2025-06-15 23:00:00,1,4341.32,4341.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000342,2025-06-15 23:00:00,1,3161.75,3161.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000001,2025-06-16 00:00:00,1,763.11,763.11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000064,2025-06-16 00:00:00,1,921.01,921.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,1,0
M000115,2025-06-16 00:00:00,1,25181.77,25181.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000162,2025-06-16 00:00:00,1,13647.2,13647.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000247,2025-06-16 00:00:00,1,1509.24,1509.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.99,1,0
M000077,2025-06-16 01:00:00,1,13945.07,13945.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000195,2025-06-16 02:00:00,1,753.98,753.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000008,2025-06-16 03:00:00,1,4338.85,4338.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,0.89,1,0
M000047,2025-06-16 05:00:00,1,8617.66,8617.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,0,0
M000072,2025-06-16 05:00:00,1,1712.82,1712.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000250,2025-06-16 05:00:00,1,7024.47,7024.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.02,0.98,0,0
M000311,2025-06-16 05:00:00,1,1223.84,1223.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000369,2025-06-16 05:00:00,1,1942.07,1942.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000140,2025-06-16 06:00:00,1,5928.98,5928.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000004,2025-06-16 07:00:00,1,8234.35,8234.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000009,2025-06-16 07:00:00,1,6228.21,6228.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000166,2025-06-16 07:00:00,1,8633.61,8633.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000170,2025-06-16 07:00:00,1,882.81,882.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000234,2025-06-16 07:00:00,1,469.9,469.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000244,2025-06-16 07:00:00,1,623.62,623.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000256,2025-06-16 07:00:00,1,561.4,561.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000001,2025-06-16 08:00:00,1,1122.29,1122.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000004,2025-06-16 08:00:00,2,22823.48,11411.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.9,0,0
M000047,2025-06-16 08:00:00,1,4677.71,4677.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000159,2025-06-16 08:00:00,1,5062.34,5062.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000181,2025-06-16 08:00:00,1,4654.81,4654.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000203,2025-06-16 08:00:00,1,2161.22,2161.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000211,2025-06-16 08:00:00,1,276.37,276.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000230,2025-06-16 08:00:00,1,14519.88,14519.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000253,2025-06-16 08:00:00,1,3146.85,3146.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000307,2025-06-16 08:00:00,1,307.23,307.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,1,0
M000331,2025-06-16 08:00:00,1,1596.94,1596.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000374,2025-06-16 08:00:00,1,21783.42,21783.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000036,2025-06-16 09:00:00,1,3565.64,3565.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000047,2025-06-16 09:00:00,1,3427.15,3427.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000048,2025-06-16 09:00:00,1,1525.33,1525.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000064,2025-06-16 09:00:00,1,848.66,848.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000067,2025-06-16 09:00:00,1,1401.55,1401.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,1,0
M000134,2025-06-16 09:00:00,2,4513.86,2256.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.9,0,0
M000147,2025-06-16 09:00:00,1,249.22,249.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000182,2025-06-16 09:00:00,1,638.26,638.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000190,2025-06-16 09:00:00,1,2155.09,2155.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,0,0
M000224,2025-06-16 09:00:00,1,2514.63,2514.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000230,2025-06-16 09:00:00,1,19214.37,19214.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000259,2025-06-16 09:00:00,1,395.72,395.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000303,2025-06-16 09:00:00,1,171.96,171.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000324,2025-06-16 09:00:00,1,3568.62,3568.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000332,2025-06-16 09:00:00,1,8637.42,8637.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000346,2025-06-16 09:00:00,1,696.31,696.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000389,2025-06-16 09:00:00,1,7960.9,7960.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000007,2025-06-16 10:00:00,1,2283.92,2283.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000009,2025-06-16 10:00:00,1,10815.12,10815.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000062,2025-06-16 10:00:00,1,1983.63,1983.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000150,2025-06-16 10:00:00,1,4964.21,4964.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000154,2025-06-16 10:00:00,1,2150.66,2150.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000178,2025-06-16 10:00:00,1,1119.65,1119.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000211,2025-06-16 10:00:00,1,522.21,522.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000230,2025-06-16 10:00:00,1,9480.36,9480.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000253,2025-06-16 10:00:00,1,4985.52,4985.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000255,2025-06-16 10:00:00,1,690.41,690.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000303,2025-06-16 10:00:00,1,210.3,210.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000307,2025-06-16 10:00:00,2,1514.84,757.42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.92,1,0
M000317,2025-06-16 10:00:00,1,4563.75,4563.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000398,2025-06-16 10:00:00,1,2417.51,2417.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,0,0
M000007,2025-06-16 11:00:00,1,2126.05,2126.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000046,2025-06-16 11:00:00,1,14458.31,14458.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000068,2025-06-16 11:00:00,1,8117.08,8117.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000112,2025-06-16 11:00:00,1,816.8,816.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000137,2025-06-16 11:00:00,1,419.87,419.87,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,2,0
M000139,2025-06-16 11:00:00,1,1264.55,1264.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.04,0.96,1,0
M000181,2025-06-16 11:00:00,1,6955.85,6955.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000198,2025-06-16 11:00:00,1,766.98,766.98,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000205,2025-06-16 11:00:00,1,277.47,277.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000278,2025-06-16 11:00:00,1,13862.99,13862.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000343,2025-06-16 11:00:00,1,1250.36,1250.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000374,2025-06-16 11:00:00,1,7529.97,7529.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,0
M000379,2025-06-16 11:00:00,1,10048.91,10048.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000392,2025-06-16 11:00:00,1,1149.95,1149.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000003,2025-06-16 12:00:00,1,3283.95,3283.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000008,2025-06-16 12:00:00,1,6004.6,6004.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.9,0,0
M000009,2025-06-16 12:00:00,1,6525.18,6525.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000019,2025-06-16 12:00:00,1,3099.02,3099.02,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.02,0.98,1,1
M000082,2025-06-16 12:00:00,1,18302.35,18302.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000099,2025-06-16 12:00:00,1,995.56,995.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.06,0.94,1,1
M000109,2025-06-16 12:00:00,1,1720.63,1720.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000131,2025-06-16 12:00:00,1,1309.44,1309.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000170,2025-06-16 12:00:00,1,695.58,695.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000250,2025-06-16 12:00:00,1,7937.96,7937.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000272,2025-06-16 12:00:00,1,6244.54,6244.54,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03,0.97,2,0
M000305,2025-06-16 12:00:00,1,11042.64,11042.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000003,2025-06-16 13:00:00,1,2776.1,2776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000040,2025-06-16 13:00:00,1,1444.96,1444.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000115,2025-06-16 13:00:00,1,12137.42,12137.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000137,2025-06-16 13:00:00,1,1002.31,1002.31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.04,0.96,2,0
M000163,2025-06-16 13:00:00,1,25690.04,25690.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000165,2025-06-16 13:00:00,1,347.43,347.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000288,2025-06-16 13:00:00,1,454.86,454.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000390,2025-06-16 13:00:00,1,8166.95,8166.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0
M000393,2025-06-16 13:00:00,1,3383.65,3383.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,0,0
M000006,2025-06-16 14:00:00,1,233.06,233.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000042,2025-06-16 14:00:00,1,2077.53,2077.53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0
M000107,2025-06-16 14:00:00,1,1291.04,1291.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000131,2025-06-16 14:00:00,1,1435.67,1435.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000162,2025-06-16 14:00:00,1,21348.63,21348.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000228,2025-06-16 14:00:00,1,2725.16,2725.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000244,2025-06-16 14:00:00,1,2436.29,2436.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000329,2025-06-16 14:00:00,1,4744.45,4744.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000341,2025-06-16 14:00:00,1,789.5,789.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000376,2025-06-16 14:00:00,1,3276.1,3276.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000029,2025-06-16 15:00:00,1,696.02,696.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000093,2025-06-16 15:00:00,1,3295.44,3295.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000196,2025-06-16 15:00:00,1,3755.61,3755.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000218,2025-06-16 15:00:00,1,17236.24,17236.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000222,2025-06-16 15:00:00,1,386.16,386.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000253,2025-06-16 15:00:00,1,6196.84,6196.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000339,2025-06-16 15:00:00,1,3126.39,3126.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000351,2025-06-16 15:00:00,1,458.58,458.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000361,2025-06-16 15:00:00,1,1302.12,1302.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000363,2025-06-16 15:00:00,1,1621.98,1621.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000032,2025-06-16 16:00:00,1,919.79,919.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000097,2025-06-16 16:00:00,1,369.5,369.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000112,2025-06-16 16:00:00,1,3626.37,3626.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000145,2025-06-16 16:00:00,1,4827.4,4827.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000170,2025-06-16 16:00:00,1,1085.09,1085.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000178,2025-06-16 16:00:00,1,980.07,980.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,1,0
M000188,2025-06-16 16:00:00,1,130.63,130.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,1,0
M000237,2025-06-16 16:00:00,1,527.57,527.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000266,2025-06-16 16:00:00,1,31779.33,31779.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000287,2025-06-16 16:00:00,1,677.44,677.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000298,2025-06-16 16:00:00,1,1585.19,1585.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000337,2025-06-16 16:00:00,1,10594.99,10594.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000341,2025-06-16 16:00:00,1,1451.64,1451.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000344,2025-06-16 16:00:00,1,2028.74,2028.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000001,2025-06-16 17:00:00,1,1099.05,1099.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000037,2025-06-16 17:00:00,1,6631.35,6631.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000047,2025-06-16 17:00:00,1,7403.45,7403.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000056,2025-06-16 17:00:00,1,7011.49,7011.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000062,2025-06-16 17:00:00,1,2251.12,2251.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000112,2025-06-16 17:00:00,1,2167.77,2167.77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000127,2025-06-16 17:00:00,1,3893.32,3893.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000176,2025-06-16 17:00:00,1,1005.91,1005.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000185,2025-06-16 17:00:00,1,4477.21,4477.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000214,2025-06-16 17:00:00,1,1332.66,1332.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.04,0.96,0,0
M000228,2025-06-16 17:00:00,1,1998.71,1998.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000231,2025-06-16 17:00:00,1,1323.38,1323.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000244,2025-06-16 17:00:00,1,638.16,638.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,0,0
M000261,2025-06-16 17:00:00,1,257.15,257.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,1,0
M000275,2025-06-16 17:00:00,1,881.89,881.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000294,2025-06-16 17:00:00,1,2449.32,2449.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.99,1,0
M000393,2025-06-16 17:00:00,1,3659.1,3659.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.07,0.93,1,0
M000002,2025-06-16 18:00:00,1,3815.8,3815.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.93,1,0
M000009,2025-06-16 18:00:00,1,11519.88,11519.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.91,1,0
M000010,2025-06-16 18:00:00,1,20174.59,20174.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000017,2025-06-16 18:00:00,1,2517.42,2517.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000019,2025-06-16 18:00:00,1,2340.68,2340.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000021,2025-06-16 18:00:00,2,1109.15,554.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.96,0,0
M000031,2025-06-16 18:00:00,1,562.25,562.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,1,0
M000040,2025-06-16 18:00:00,1,784.32,784.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000042,2025-06-16 18:00:00,1,1670.97,1670.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000104,2025-06-16 18:00:00,1,651.5,651.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
