evidence_id,dispute_id,transaction_id,evidence_type,applicability_status,available,required,relevant,quality_score,source_system,evidence_timestamp
EVD0004901,DSP000817,TXN0172150,service_record,UNAVAILABLE,0,0,0,0.0,support,2025-02-23
EVD0004902,DSP000817,TXN0172150,cancellation_record,UNAVAILABLE,0,1,1,0.0,crm,2025-03-06
EVD0004903,DSP000818,TXN0171311,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-02-01
EVD0004904,DSP000818,TXN0171311,invoice,UNAVAILABLE,0,1,1,0.0,shipping,2025-01-05
EVD0004905,DSP000818,TXN0171311,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-01-31
EVD0004906,DSP000818,TXN0171311,access_log,UNAVAILABLE,0,1,1,0.0,support,2025-01-31
EVD0004907,DSP000818,TXN0171311,service_record,APPLICABLE,1,0,1,0.8717,erp,2025-01-20
EVD0004908,DSP000818,TXN0171311,cancellation_record,APPLICABLE,1,1,1,0.6541,erp,2025-01-16
EVD0004909,DSP000819,TXN0172973,order_confirmation,APPLICABLE,1,1,1,0.7957,shipping,2025-08-31
EVD0004910,DSP000819,TXN0172973,invoice,APPLICABLE,1,1,1,0.6038,erp,2025-09-12
EVD0004911,DSP000819,TXN0172973,customer_communication,APPLICABLE,1,1,1,0.6877,crm,2025-08-20
EVD0004912,DSP000819,TXN0172973,access_log,APPLICABLE,1,0,0,0.867,shipping,2025-08-21
EVD0004913,DSP000819,TXN0172973,service_record,APPLICABLE,1,0,1,0.98,shipping,2025-08-19
EVD0004914,DSP000819,TXN0172973,cancellation_record,UNAVAILABLE,0,1,1,0.0,erp,2025-09-13
EVD0004915,DSP000820,TXN0172946,order_confirmation,APPLICABLE,1,1,1,0.8754,crm,2025-10-18
EVD0004916,DSP000820,TXN0172946,invoice,UNAVAILABLE,0,1,1,0.0,crm,2025-10-28
EVD0004917,DSP000820,TXN0172946,customer_communication,APPLICABLE,1,1,1,0.8536,shipping,2025-10-24
EVD0004918,DSP000820,TXN0172946,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-10-21
EVD0004919,DSP000820,TXN0172946,service_record,APPLICABLE,1,0,0,0.9039,shipping,2025-11-07
EVD0004920,DSP000820,TXN0172946,cancellation_record,APPLICABLE,1,1,1,0.6557,crm,2025-10-23
EVD0004921,DSP000821,TXN0173318,order_confirmation,APPLICABLE,1,1,1,0.7932,shipping,2025-09-14
EVD0004922,DSP000821,TXN0173318,invoice,APPLICABLE,1,0,1,0.7354,shipping,2025-09-20
EVD0004923,DSP000821,TXN0173318,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-09-21
EVD0004924,DSP000821,TXN0173318,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-09-03
EVD0004925,DSP000821,TXN0173318,service_record,APPLICABLE,1,1,1,0.6995,crm,2025-09-07
EVD0004926,DSP000821,TXN0173318,cancellation_record,UNAVAILABLE,0,0,0,0.0,erp,2025-09-09
EVD0004927,DSP000822,TXN0176032,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-06-30
EVD0004928,DSP000822,TXN0176032,invoice,APPLICABLE,1,0,0,0.7731,shipping,2025-06-30
EVD0004929,DSP000822,TXN0176032,customer_communication,APPLICABLE,1,1,1,0.977,shipping,2025-06-23
EVD0004930,DSP000822,TXN0176032,access_log,APPLICABLE,1,1,1,0.9487,crm,2025-06-24
EVD0004931,DSP000822,TXN0176032,service_record,APPLICABLE,1,1,1,0.851,support,2025-06-21
EVD0004932,DSP000822,TXN0176032,cancellation_record,APPLICABLE,1,0,1,0.98,crm,2025-06-27
EVD0004933,DSP000823,TXN0174119,order_confirmation,APPLICABLE,1,1,1,0.7205,crm,2026-02-04
EVD0004934,DSP000823,TXN0174119,invoice,APPLICABLE,1,1,1,0.7226,support,2026-01-26
EVD0004935,DSP000823,TXN0174119,customer_communication,APPLICABLE,1,0,1,0.6896,payment_gateway,2026-01-31
EVD0004936,DSP000823,TXN0174119,access_log,APPLICABLE,1,0,1,0.8531,payment_gateway,2026-01-23
EVD0004937,DSP000823,TXN0174119,service_record,UNAVAILABLE,0,0,0,0.0,crm,2026-01-13
EVD0004938,DSP000823,TXN0174119,cancellation_record,APPLICABLE,1,0,0,0.98,support,2026-01-06
EVD0004939,DSP000824,TXN0175700,order_confirmation,APPLICABLE,1,1,1,0.7403,support,2025-09-09
EVD0004940,DSP000824,TXN0175700,invoice,APPLICABLE,1,1,1,0.98,shipping,2025-09-07
EVD0004941,DSP000824,TXN0175700,customer_communication,APPLICABLE,1,0,1,0.9663,erp,2025-08-30
EVD0004942,DSP000824,TXN0175700,access_log,APPLICABLE,1,0,0,0.7018,payment_gateway,2025-09-02
EVD0004943,DSP000824,TXN0175700,service_record,UNAVAILABLE,0,0,0,0.0,support,2025-09-14
EVD0004944,DSP000824,TXN0175700,cancellation_record,APPLICABLE,1,0,1,0.9145,payment_gateway,2025-09-25
EVD0004945,DSP000825,TXN0175311,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-05-19
EVD0004946,DSP000825,TXN0175311,invoice,APPLICABLE,1,1,1,0.7307,shipping,2025-05-14
EVD0004947,DSP000825,TXN0175311,customer_communication,APPLICABLE,1,1,1,0.98,shipping,2025-06-03
EVD0004948,DSP000825,TXN0175311,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-05-14
EVD0004949,DSP000825,TXN0175311,service_record,APPLICABLE,1,0,0,0.9251,shipping,2025-05-19
EVD0004950,DSP000825,TXN0175311,cancellation_record,APPLICABLE,1,1,1,0.9254,crm,2025-05-31
EVD0004951,DSP000826,TXN0174251,order_confirmation,APPLICABLE,1,1,1,0.9415,payment_gateway,2025-08-28
EVD0004952,DSP000826,TXN0174251,invoice,APPLICABLE,1,1,1,0.945,support,2025-09-11
EVD0004953,DSP000826,TXN0174251,customer_communication,APPLICABLE,1,1,1,0.98,shipping,2025-08-23
EVD0004954,DSP000826,TXN0174251,access_log,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-09-14
EVD0004955,DSP000826,TXN0174251,service_record,APPLICABLE,1,0,0,0.957,support,2025-08-18
EVD0004956,DSP000826,TXN0174251,cancellation_record,APPLICABLE,1,1,1,0.8218,support,2025-09-08
EVD0004957,DSP000827,TXN0173926,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-07-07
EVD0004958,DSP000827,TXN0173926,invoice,UNAVAILABLE,0,1,1,0.0,erp,2025-07-10
EVD0004959,DSP000827,TXN0173926,customer_communication,APPLICABLE,1,1,1,0.98,shipping,2025-07-03
EVD0004960,DSP000827,TXN0173926,access_log,APPLICABLE,1,1,1,0.98,erp,2025-06-30
EVD0004961,DSP000827,TXN0173926,service_record,UNAVAILABLE,0,0,0,0.0,support,2025-07-02
EVD0004962,DSP000827,TXN0173926,cancellation_record,APPLICABLE,1,1,1,0.7908,erp,2025-06-20
EVD0004963,DSP000828,TXN0174395,order_confirmation,APPLICABLE,1,1,1,0.9417,shipping,2025-10-15
EVD0004964,DSP000828,TXN0174395,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-10-23
EVD0004965,DSP000828,TXN0174395,customer_communication,APPLICABLE,1,1,1,0.98,crm,2025-10-31
EVD0004966,DSP000828,TXN0174395,access_log,APPLICABLE,1,0,1,0.8677,payment_gateway,2025-10-27
EVD0004967,DSP000828,TXN0174395,service_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-10-29
EVD0004968,DSP000828,TXN0174395,cancellation_record,APPLICABLE,1,1,1,0.98,erp,2025-10-30
EVD0004969,DSP000829,TXN0174422,order_confirmation,APPLICABLE,1,1,1,0.8623,payment_gateway,2025-06-26
EVD0004970,DSP000829,TXN0174422,invoice,UNAVAILABLE,0,1,1,0.0,crm,2025-06-30
EVD0004971,DSP000829,TXN0174422,customer_communication,APPLICABLE,1,1,1,0.969,shipping,2025-06-13
EVD0004972,DSP000829,TXN0174422,access_log,APPLICABLE,1,1,1,0.8072,payment_gateway,2025-06-08
EVD0004973,DSP000829,TXN0174422,service_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-06-05
EVD0004974,DSP000829,TXN0174422,cancellation_record,APPLICABLE,1,1,1,0.98,crm,2025-06-12
EVD0004975,DSP000830,TXN0174487,order_confirmation,APPLICABLE,1,1,1,0.9167,erp,2025-08-29
EVD0004976,DSP000830,TXN0174487,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-08-31
EVD0004977,DSP000830,TXN0174487,customer_communication,UNAVAILABLE,0,1,1,0.0,support,2025-09-03
EVD0004978,DSP000830,TXN0174487,access_log,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-08-30
EVD0004979,DSP000830,TXN0174487,service_record,APPLICABLE,1,0,0,0.9778,crm,2025-09-06
EVD0004980,DSP000830,TXN0174487,cancellation_record,APPLICABLE,1,1,1,0.98,crm,2025-09-10
EVD0004981,DSP000831,TXN0175577,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-04-25
EVD0004982,DSP000831,TXN0175577,invoice,APPLICABLE,1,1,1,0.8709,erp,2025-05-05
EVD0004983,DSP000831,TXN0175577,customer_communication,APPLICABLE,1,1,1,0.7575,shipping,2025-04-10
EVD0004984,DSP000831,TXN0175577,access_log,APPLICABLE,1,1,1,0.6768,crm,2025-04-19
EVD0004985,DSP000831,TXN0175577,service_record,APPLICABLE,1,0,1,0.9374,crm,2025-04-12
EVD0004986,DSP000831,TXN0175577,cancellation_record,APPLICABLE,1,1,1,0.8561,support,2025-04-23
EVD0004987,DSP000832,TXN0174205,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-02-25
EVD0004988,DSP000832,TXN0174205,invoice,UNAVAILABLE,0,0,0,0.0,shipping,2025-03-06
EVD0004989,DSP000832,TXN0174205,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-02-17
EVD0004990,DSP000832,TXN0174205,access_log,APPLICABLE,1,1,1,0.8247,payment_gateway,2025-02-20
EVD0004991,DSP000832,TXN0174205,service_record,APPLICABLE,1,1,1,0.98,shipping,2025-03-07
EVD0004992,DSP000832,TXN0174205,cancellation_record,APPLICABLE,1,0,0,0.636,shipping,2025-02-28
EVD0004993,DSP000833,TXN0174529,order_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-09-08
EVD0004994,DSP000833,TXN0174529,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-09-06
EVD0004995,DSP000833,TXN0174529,customer_communication,APPLICABLE,1,1,1,0.98,payment_gateway,2025-09-04
EVD0004996,DSP000833,TXN0174529,access_log,APPLICABLE,1,1,1,0.98,shipping,2025-09-21
EVD0004997,DSP000833,TXN0174529,service_record,UNAVAILABLE,0,0,0,0.0,crm,2025-09-23
EVD0004998,DSP000833,TXN0174529,cancellation_record,UNAVAILABLE,0,1,1,0.0,crm,2025-09-15
EVD0004999,DSP000834,TXN0175471,order_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-03-31
EVD0005000,DSP000834,TXN0175471,invoice,APPLICABLE,1,0,0,0.813,payment_gateway,2025-03-25
EVD0005001,DSP000834,TXN0175471,customer_communication,APPLICABLE,1,1,1,0.98,erp,2025-03-30
EVD0005002,DSP000834,TXN0175471,access_log,UNAVAILABLE,0,1,1,0.0,crm,2025-04-07
EVD0005003,DSP000834,TXN0175471,service_record,APPLICABLE,1,1,1,0.7925,support,2025-04-18
EVD0005004,DSP000834,TXN0175471,cancellation_record,UNAVAILABLE,0,0,0,0.0,support,2025-04-01
EVD0005005,DSP000835,TXN0176213,order_confirmation,APPLICABLE,1,1,1,0.9208,shipping,2025-08-29
EVD0005006,DSP000835,TXN0176213,invoice,APPLICABLE,1,1,1,0.8011,erp,2025-09-04
EVD0005007,DSP000835,TXN0176213,customer_communication,APPLICABLE,1,0,1,0.6923,support,2025-08-29
EVD0005008,DSP000835,TXN0176213,access_log,APPLICABLE,1,0,0,0.8919,payment_gateway,2025-09-14
EVD0005009,DSP000835,TXN0176213,service_record,UNAVAILABLE,0,0,0,0.0,crm,2025-09-07
EVD0005010,DSP000835,TXN0176213,cancellation_record,APPLICABLE,1,0,0,0.9624,shipping,2025-09-07
EVD0005011,DSP000836,TXN0174864,order_confirmation,APPLICABLE,1,1,1,0.7963,shipping,2025-07-06
EVD0005012,DSP000836,TXN0174864,invoice,APPLICABLE,1,1,1,0.918,shipping,2025-07-05
EVD0005013,DSP000836,TXN0174864,customer_communication,APPLICABLE,1,1,1,0.7734,payment_gateway,2025-07-06
EVD0005014,DSP000836,TXN0174864,access_log,UNAVAILABLE,0,0,0,0.0,shipping,2025-07-22
EVD0005015,DSP000836,TXN0174864,service_record,UNAVAILABLE,0,0,0,0.0,erp,2025-07-27
EVD0005016,DSP000836,TXN0174864,cancellation_record,APPLICABLE,1,1,1,0.6751,shipping,2025-07-30
EVD0005017,DSP000837,TXN0178385,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-09-20
EVD0005018,DSP000837,TXN0178385,invoice,APPLICABLE,1,1,1,0.7796,shipping,2025-09-28
EVD0005019,DSP000837,TXN0178385,customer_communication,APPLICABLE,1,1,1,0.9218,support,2025-09-29
EVD0005020,DSP000837,TXN0178385,access_log,UNAVAILABLE,0,0,0,0.0,crm,2025-09-24
EVD0005021,DSP000837,TXN0178385,service_record,UNAVAILABLE,0,0,0,0.0,support,2025-09-19
EVD0005022,DSP000837,TXN0178385,cancellation_record,APPLICABLE,1,1,1,0.7601,crm,2025-09-15
EVD0005023,DSP000838,TXN0179050,order_confirmation,APPLICABLE,1,1,1,0.9318,payment_gateway,2025-12-11
EVD0005024,DSP000838,TXN0179050,invoice,UNAVAILABLE,0,0,0,0.0,crm,2025-11-15
EVD0005025,DSP000838,TXN0179050,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-11-15
EVD0005026,DSP000838,TXN0179050,access_log,APPLICABLE,1,0,1,0.8193,crm,2025-11-26
EVD0005027,DSP000838,TXN0179050,service_record,UNAVAILABLE,0,1,1,0.0,erp,2025-12-01
EVD0005028,DSP000838,TXN0179050,cancellation_record,APPLICABLE,1,0,1,0.7923,support,2025-11-20
EVD0005029,DSP000839,TXN0177322,order_confirmation,UNAVAILABLE,0,1,1,0.0,shipping,2025-12-28
EVD0005030,DSP000839,TXN0177322,invoice,UNAVAILABLE,0,1,1,0.0,crm,2025-12-23
EVD0005031,DSP000839,TXN0177322,customer_communication,APPLICABLE,1,1,1,0.7531,shipping,2026-01-05
EVD0005032,DSP000839,TXN0177322,access_log,APPLICABLE,1,0,0,0.7805,shipping,2025-12-31
EVD0005033,DSP000839,TXN0177322,service_record,APPLICABLE,1,0,1,0.663,payment_gateway,2025-12-17
EVD0005034,DSP000839,TXN0177322,cancellation_record,UNAVAILABLE,0,0,0,0.0,crm,2025-12-14
EVD0005035,DSP000840,TXN0178624,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-12-28
EVD0005036,DSP000840,TXN0178624,invoice,APPLICABLE,1,0,0,0.98,crm,2026-01-15
EVD0005037,DSP000840,TXN0178624,customer_communication,APPLICABLE,1,1,1,0.98,crm,2026-01-09
EVD0005038,DSP000840,TXN0178624,access_log,UNAVAILABLE,0,0,0,0.0,erp,2025-12-23
EVD0005039,DSP000840,TXN0178624,service_record,APPLICABLE,1,1,1,0.98,support,2026-01-03
EVD0005040,DSP000840,TXN0178624,cancellation_record,APPLICABLE,1,0,0,0.9145,support,2026-01-17
EVD0005041,DSP000841,TXN0177740,order_confirmation,UNAVAILABLE,0,1,1,0.0,shipping,2025-07-25
EVD0005042,DSP000841,TXN0177740,invoice,APPLICABLE,1,1,1,0.9183,support,2025-08-06
EVD0005043,DSP000841,TXN0177740,customer_communication,APPLICABLE,1,1,1,0.8866,support,2025-07-29
EVD0005044,DSP000841,TXN0177740,access_log,APPLICABLE,1,0,0,0.8347,erp,2025-07-31
EVD0005045,DSP000841,TXN0177740,service_record,UNAVAILABLE,0,0,0,0.0,crm,2025-08-13
EVD0005046,DSP000841,TXN0177740,cancellation_record,APPLICABLE,1,1,1,0.9118,shipping,2025-08-19
EVD0005047,DSP000842,TXN0178160,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-08-29
EVD0005048,DSP000842,TXN0178160,invoice,APPLICABLE,1,0,1,0.8719,shipping,2025-08-18
EVD0005049,DSP000842,TXN0178160,customer_communication,APPLICABLE,1,1,1,0.905,shipping,2025-08-14
EVD0005050,DSP000842,TXN0178160,access_log,UNAVAILABLE,0,0,0,0.0,erp,2025-09-06
EVD0005051,DSP000842,TXN0178160,service_record,APPLICABLE,1,1,1,0.98,payment_gateway,2025-09-09
EVD0005052,DSP000842,TXN0178160,cancellation_record,APPLICABLE,1,0,0,0.7065,shipping,2025-08-22
EVD0005053,DSP000843,TXN0177333,order_confirmation,APPLICABLE,1,1,1,0.8907,shipping,2025-05-19
EVD0005054,DSP000843,TXN0177333,invoice,APPLICABLE,1,0,0,0.98,support,2025-06-03
EVD0005055,DSP000843,TXN0177333,customer_communication,APPLICABLE,1,1,1,0.7665,erp,2025-05-13
EVD0005056,DSP000843,TXN0177333,access_log,APPLICABLE,1,0,0,0.98,support,2025-05-14
EVD0005057,DSP000843,TXN0177333,service_record,APPLICABLE,1,1,1,0.98,payment_gateway,2025-05-19
EVD0005058,DSP000843,TXN0177333,cancellation_record,APPLICABLE,1,0,1,0.8953,crm,2025-05-18
EVD0005059,DSP000844,TXN0179687,order_confirmation,APPLICABLE,1,1,1,0.6888,payment_gateway,2025-04-27
EVD0005060,DSP000844,TXN0179687,invoice,APPLICABLE,1,0,0,0.98,support,2025-05-06
EVD0005061,DSP000844,TXN0179687,customer_communication,APPLICABLE,1,1,1,0.98,shipping,2025-04-29
EVD0005062,DSP000844,TXN0179687,access_log,APPLICABLE,1,0,0,0.8403,support,2025-05-06
EVD0005063,DSP000844,TXN0179687,service_record,APPLICABLE,1,1,1,0.7325,payment_gateway,2025-05-24
EVD0005064,DSP000844,TXN0179687,cancellation_record,APPLICABLE,1,0,0,0.98,shipping,2025-05-10
EVD0005065,DSP000845,TXN0180777,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-07-30
EVD0005066,DSP000845,TXN0180777,invoice,APPLICABLE,1,0,0,0.98,crm,2025-07-13
EVD0005067,DSP000845,TXN0180777,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-07-22
EVD0005068,DSP000845,TXN0180777,access_log,UNAVAILABLE,0,0,0,0.0,support,2025-07-31
EVD0005069,DSP000845,TXN0180777,service_record,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-07-26
EVD0005070,DSP000845,TXN0180777,cancellation_record,UNAVAILABLE,0,0,0,0.0,crm,2025-07-20
EVD0005071,DSP000846,TXN0180343,order_confirmation,APPLICABLE,1,1,1,0.98,crm,2025-08-24
EVD0005072,DSP000846,TXN0180343,invoice,APPLICABLE,1,1,1,0.98,payment_gateway,2025-08-18
EVD0005073,DSP000846,TXN0180343,customer_communication,APPLICABLE,1,1,1,0.7504,erp,2025-09-01
EVD0005074,DSP000846,TXN0180343,access_log,APPLICABLE,1,0,0,0.98,shipping,2025-08-19
EVD0005075,DSP000846,TXN0180343,service_record,APPLICABLE,1,0,0,0.8798,support,2025-09-11
EVD0005076,DSP000846,TXN0180343,cancellation_record,APPLICABLE,1,1,1,0.98,support,2025-09-07
EVD0005077,DSP000847,TXN0179701,order_confirmation,APPLICABLE,1,1,1,0.8241,shipping,2025-03-08
EVD0005078,DSP000847,TXN0179701,invoice,UNAVAILABLE,0,0,0,0.0,erp,2025-03-02
EVD0005079,DSP000847,TXN0179701,customer_communication,APPLICABLE,1,1,1,0.8583,erp,2025-02-27
EVD0005080,DSP000847,TXN0179701,access_log,APPLICABLE,1,0,0,0.98,crm,2025-03-14
EVD0005081,DSP000847,TXN0179701,service_record,APPLICABLE,1,1,1,0.9309,erp,2025-02-23
EVD0005082,DSP000847,TXN0179701,cancellation_record,APPLICABLE,1,0,0,0.98,shipping,2025-03-09
EVD0005083,DSP000848,TXN0180198,order_confirmation,APPLICABLE,1,1,1,0.98,shipping,2026-02-03
EVD0005084,DSP000848,TXN0180198,invoice,UNAVAILABLE,0,0,0,0.0,crm,2026-01-25
EVD0005085,DSP000848,TXN0180198,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2026-01-11
EVD0005086,DSP000848,TXN0180198,access_log,APPLICABLE,1,0,1,0.98,erp,2026-01-28
EVD0005087,DSP000848,TXN0180198,service_record,APPLICABLE,1,1,1,0.8614,payment_gateway,2026-02-05
EVD0005088,DSP000848,TXN0180198,cancellation_record,APPLICABLE,1,0,0,0.98,shipping,2026-01-22
EVD0005089,DSP000849,TXN0180858,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-02-09
EVD0005090,DSP000849,TXN0180858,invoice,APPLICABLE,1,1,1,0.8685,erp,2025-02-06
EVD0005091,DSP000849,TXN0180858,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-02-07
EVD0005092,DSP000849,TXN0180858,access_log,UNAVAILABLE,0,0,0,0.0,support,2025-01-21
EVD0005093,DSP000849,TXN0180858,service_record,APPLICABLE,1,0,0,0.8755,support,2025-01-25
EVD0005094,DSP000849,TXN0180858,cancellation_record,APPLICABLE,1,1,1,0.9014,shipping,2025-02-14
EVD0005095,DSP000850,TXN0181586,order_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-11
EVD0005096,DSP000850,TXN0181586,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-18
EVD0005097,DSP000850,TXN0181586,customer_communication,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-13
EVD0005098,DSP000850,TXN0181586,access_log,APPLICABLE,1,0,1,0.98,shipping,2025-03-22
EVD0005099,DSP000850,TXN0181586,service_record,APPLICABLE,1,0,1,0.98,shipping,2025-04-01
EVD0005100,DSP000850,TXN0181586,cancellation_record,APPLICABLE,1,0,1,0.98,shipping,2025-03-09
EVD0005101,DSP000851,TXN0180024,order_confirmation,APPLICABLE,1,1,1,0.98,shipping,2025-05-19
EVD0005102,DSP000851,TXN0180024,invoice,APPLICABLE,1,0,0,0.7142,support,2025-06-04
EVD0005103,DSP000851,TXN0180024,customer_communication,APPLICABLE,1,1,1,0.879,payment_gateway,2025-06-14
EVD0005104,DSP000851,TXN0180024,access_log,APPLICABLE,1,0,1,0.9336,crm,2025-05-31
EVD0005105,DSP000851,TXN0180024,service_record,APPLICABLE,1,1,1,0.7113,shipping,2025-06-02
EVD0005106,DSP000851,TXN0180024,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-06-12
EVD0005107,DSP000852,TXN0184019,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-01-10
EVD0005108,DSP000852,TXN0184019,invoice,UNAVAILABLE,0,1,1,0.0,support,2025-01-06
EVD0005109,DSP000852,TXN0184019,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-01-01
EVD0005110,DSP000852,TXN0184019,access_log,UNAVAILABLE,0,1,1,0.0,crm,2025-01-15
EVD0005111,DSP000852,TXN0184019,service_record,APPLICABLE,1,0,1,0.8111,support,2025-01-16
EVD0005112,DSP000852,TXN0184019,cancellation_record,APPLICABLE,1,0,0,0.7363,shipping,2025-01-21
EVD0005113,DSP000853,TXN0184397,order_confirmation,APPLICABLE,1,1,1,0.7501,crm,2025-04-01
EVD0005114,DSP000853,TXN0184397,invoice,APPLICABLE,1,0,1,0.7183,payment_gateway,2025-04-07
EVD0005115,DSP000853,TXN0184397,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-04-11
EVD0005116,DSP000853,TXN0184397,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-04-08
EVD0005117,DSP000853,TXN0184397,service_record,APPLICABLE,1,1,1,0.7812,erp,2025-03-19
EVD0005118,DSP000853,TXN0184397,cancellation_record,APPLICABLE,1,0,0,0.98,erp,2025-04-12
EVD0005119,DSP000854,TXN0182387,order_confirmation,APPLICABLE,1,1,1,0.9387,crm,2025-04-18
EVD0005120,DSP000854,TXN0182387,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-04-20
EVD0005121,DSP000854,TXN0182387,customer_communication,APPLICABLE,1,1,1,0.7569,support,2025-04-20
EVD0005122,DSP000854,TXN0182387,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-04-24
EVD0005123,DSP000854,TXN0182387,service_record,APPLICABLE,1,0,0,0.98,shipping,2025-04-15
EVD0005124,DSP000854,TXN0182387,cancellation_record,APPLICABLE,1,0,0,0.8903,crm,2025-05-04
EVD0005125,DSP000855,TXN0182950,order_confirmation,APPLICABLE,1,1,1,0.8063,erp,2025-10-05
EVD0005126,DSP000855,TXN0182950,invoice,APPLICABLE,1,1,1,0.7264,support,2025-09-21
EVD0005127,DSP000855,TXN0182950,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-09-14
EVD0005128,DSP000855,TXN0182950,access_log,UNAVAILABLE,0,1,1,0.0,crm,2025-09-09
EVD0005129,DSP000855,TXN0182950,service_record,APPLICABLE,1,0,0,0.98,shipping,2025-09-22
EVD0005130,DSP000855,TXN0182950,cancellation_record,APPLICABLE,1,1,1,0.98,crm,2025-09-06
EVD0005131,DSP000856,TXN0182257,order_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-05-03
EVD0005132,DSP000856,TXN0182257,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-04-10
EVD0005133,DSP000856,TXN0182257,customer_communication,APPLICABLE,1,1,1,0.98,support,2025-04-24
EVD0005134,DSP000856,TXN0182257,access_log,APPLICABLE,1,1,1,0.85,payment_gateway,2025-04-11
EVD0005135,DSP000856,TXN0182257,service_record,APPLICABLE,1,0,0,0.8896,support,2025-05-03
EVD0005136,DSP000856,TXN0182257,cancellation_record,APPLICABLE,1,1,1,0.98,erp,2025-04-26
EVD0005137,DSP000857,TXN0183753,order_confirmation,APPLICABLE,1,1,1,0.8983,payment_gateway,2025-08-17
EVD0005138,DSP000857,TXN0183753,invoice,UNAVAILABLE,0,1,1,0.0,erp,2025-07-24
EVD0005139,DSP000857,TXN0183753,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-08-08
EVD0005140,DSP000857,TXN0183753,access_log,UNAVAILABLE,0,1,1,0.0,shipping,2025-07-22
EVD0005141,DSP000857,TXN0183753,service_record,UNAVAILABLE,0,0,0,0.0,erp,2025-08-06
EVD0005142,DSP000857,TXN0183753,cancellation_record,UNAVAILABLE,0,1,1,0.0,shipping,2025-08-20
EVD0005143,DSP000858,TXN0182968,order_confirmation,APPLICABLE,1,1,1,0.98,crm,2025-06-01
EVD0005144,DSP000858,TXN0182968,invoice,APPLICABLE,1,0,0,0.98,payment_gateway,2025-05-10
EVD0005145,DSP000858,TXN0182968,customer_communication,UNAVAILABLE,0,1,1,0.0,support,2025-05-20
EVD0005146,DSP000858,TXN0182968,access_log,APPLICABLE,1,1,1,0.8918,erp,2025-05-12
EVD0005147,DSP000858,TXN0182968,service_record,APPLICABLE,1,1,1,0.6602,payment_gateway,2025-06-04
EVD0005148,DSP000858,TXN0182968,cancellation_record,APPLICABLE,1,0,0,0.8598,shipping,2025-05-29
EVD0005149,DSP000859,TXN0182708,order_confirmation,APPLICABLE,1,1,1,0.98,crm,2025-06-28
EVD0005150,DSP000859,TXN0182708,invoice,APPLICABLE,1,1,1,0.8456,support,2025-06-10
EVD0005151,DSP000859,TXN0182708,customer_communication,APPLICABLE,1,1,1,0.9216,crm,2025-06-19
EVD0005152,DSP000859,TXN0182708,access_log,APPLICABLE,1,1,1,0.7775,payment_gateway,2025-06-03
