dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date
DSP000847,TXN0183902,M000231,CUS0065462,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-05,999,0,0,2025-02-24,19,accepted,accepted_refunded,
DSP000848,TXN0184044,M000231,CUS0065784,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-05,999,562,240,2026-01-19,14,contested,won,2026-01-28
DSP000849,TXN0184883,M000231,CUS0065936,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-13,999,0,0,2025-11-20,7,accepted,accepted_refunded,
DSP000850,TXN0184118,M000231,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-04,999,0,0,2025-06-20,16,accepted,accepted_refunded,
DSP000851,TXN0184667,M000231,CUS0066280,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-06,999,467,259,2025-06-14,8,contested,won,2025-07-21
DSP000852,TXN0184453,M000231,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-25,4999,0,0,2025-06-10,16,accepted,accepted_refunded,
DSP000853,TXN0185211,M000231,CUS0065597,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-29,14999,0,0,2025-04-19,21,accepted,accepted_refunded,
DSP000854,TXN0184779,M000231,CUS0065495,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-24,4999,0,0,2025-10-14,20,accepted,accepted_refunded,
DSP000855,TXN0185478,M000231,CUS0066127,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-04,999,678,232,2025-02-12,8,contested,lost,2025-03-11
DSP000856,TXN0185990,M000232,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-21,1549,702,192,2025-08-28,7,contested,won,2025-09-04
DSP000857,TXN0186093,M000232,CUS0066901,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-24,1299,484,294,2025-10-09,15,contested,lost,2025-10-29
DSP000858,TXN0186091,M000232,CUS0067086,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-02-10,4445,0,0,2026-02-21,11,accepted,accepted_refunded,
DSP000859,TXN0188501,M000232,CUS0066671,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-14,379,653,271,2025-08-01,18,contested,lost,2025-08-01
DSP000860,TXN0187499,M000232,CUS0066637,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-18,2799,671,290,2025-12-06,18,contested,won,2025-12-21
DSP000861,TXN0187656,M000232,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-21,1449,0,0,2025-05-29,8,accepted,accepted_refunded,
DSP000862,TXN0188132,M000232,CUS0067196,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-27,1249,0,0,2025-05-18,21,accepted,accepted_refunded,
DSP000863,TXN0187574,M000232,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-08-27,5199,0,0,2025-09-13,17,accepted,accepted_refunded,
DSP000864,TXN0186927,M000232,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-03,6895,649,192,2025-02-13,10,contested,lost,2025-03-12
DSP000865,TXN0186750,M000232,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-12,2499,0,0,2025-12-02,20,accepted,accepted_refunded,
DSP000866,TXN0186649,M000232,CUS0067113,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-01,459,450,234,2025-11-14,13,contested,lost,2025-11-21
DSP000867,TXN0190998,M000233,CUS0068189,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-13,6799,501,192,2025-06-01,19,contested,lost,2025-06-02
DSP000868,TXN0188703,M000233,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-01,38499,0,0,2026-01-18,17,accepted,accepted_refunded,
DSP000869,TXN0189938,M000233,CUS0067769,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-11,13499,0,0,2025-12-26,15,accepted,accepted_refunded,
DSP000870,TXN0190440,M000233,CUS0067440,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-30,7495,698,268,2025-09-10,11,contested,won,2025-09-25
DSP000871,TXN0189789,M000233,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-04,10795,0,0,2025-06-21,17,accepted,accepted_refunded,
DSP000872,TXN0189269,M000233,CUS0068238,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-31,6999,629,275,2025-06-12,12,contested,lost,2025-06-18
DSP000873,TXN0190722,M000233,CUS0067716,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-02-04,7499,671,194,2026-02-18,14,contested,lost,2026-03-16
DSP000874,TXN0193663,M000234,CUS0069017,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-19,2999,744,281,2026-01-08,20,contested,won,2026-01-14
DSP000875,TXN0191619,M000234,CUS0068439,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-05,2999,705,297,2025-04-21,16,contested,lost,2025-05-12
DSP000876,TXN0193789,M000234,CUS0068808,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-06,2999,488,195,2025-05-27,21,contested,lost,2025-05-29
DSP000877,TXN0192295,M000234,CUS0069179,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-08,4999,524,197,2025-03-26,18,contested,won,2025-03-30
DSP000878,TXN0192731,M000234,CUS0068675,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-28,19999,673,167,2025-08-17,20,contested,lost,2025-08-30
DSP000879,TXN0191773,M000234,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-27,2999,0,0,2025-12-12,15,accepted,accepted_refunded,
DSP000880,TXN0193168,M000234,CUS0068917,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-18,2999,469,239,2025-05-07,19,contested,lost,2025-05-06
DSP000881,TXN0191755,M000234,CUS0068738,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-17,399,466,185,2025-08-28,11,contested,won,2025-09-16
DSP000882,TXN0193658,M000234,CUS0068579,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-16,4999,646,161,2025-05-28,12,contested,won,2025-06-27
DSP000883,TXN0192369,M000234,CUS0068881,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-15,19999,0,0,2025-03-04,17,accepted,accepted_refunded,
DSP000884,TXN0192264,M000234,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-24,2999,405,192,2025-05-09,15,contested,lost,2025-05-23
DSP000885,TXN0191994,M000234,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-13,399,0,0,2025-08-27,14,accepted,accepted_refunded,
DSP000886,TXN0192198,M000234,CUS0068769,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-12,19999,500,197,2025-12-29,17,contested,lost,2026-01-08
DSP000887,TXN0191964,M000234,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-07,4999,0,0,2026-01-15,8,accepted,accepted_refunded,
DSP000888,TXN0196163,M000235,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-06,6899,536,203,2026-02-24,18,contested,lost,2026-03-14
DSP000889,TXN0196333,M000235,CUS0069892,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-25,42999,698,238,2025-05-11,16,contested,lost,2025-05-22
DSP000890,TXN0194603,M000235,CUS0069889,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-01,5299,444,255,2025-08-18,17,contested,lost,2025-09-01
DSP000891,TXN0194662,M000235,CUS0070007,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-01-28,9795,702,242,2025-02-17,20,contested,lost,2025-03-01
DSP000892,TXN0196623,M000235,CUS0069878,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-02,26499,0,0,2025-05-22,20,accepted,accepted_refunded,
DSP000893,TXN0194809,M000235,CUS0069980,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-18,4349,0,0,2025-03-28,10,accepted,accepted_refunded,
DSP000894,TXN0196444,M000235,CUS0069817,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-11,19799,0,0,2025-08-20,9,accepted,accepted_refunded,
DSP000895,TXN0197666,M000236,CUS0071056,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-13,399,0,0,2025-06-02,20,accepted,accepted_refunded,
DSP000896,TXN0198990,M000236,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-11,4999,728,209,2025-11-25,14,contested,won,2025-12-14
DSP000897,TXN0198441,M000236,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-03,1499,715,189,2025-02-17,14,contested,lost,2025-03-08
DSP000898,TXN0199277,M000236,CUS0070751,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-09,4999,439,179,2025-10-22,13,contested,lost,2025-11-13
DSP000899,TXN0196923,M000236,CUS0070742,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-27,399,402,165,2025-06-11,15,contested,won,2025-06-23
DSP000900,TXN0198772,M000236,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-29,399,473,259,2025-10-18,19,contested,won,2025-11-03
DSP000901,TXN0199221,M000236,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-15,19999,650,196,2025-07-25,10,contested,won,2025-08-03
DSP000902,TXN0197528,M000236,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-20,399,690,159,2025-10-01,11,contested,won,2025-10-16
DSP000903,TXN0197349,M000236,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-23,399,0,0,2025-09-08,16,accepted,accepted_refunded,
DSP000904,TXN0197115,M000236,CUS0070976,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-11-06,399,0,0,2025-11-15,9,accepted,accepted_refunded,
DSP000905,TXN0197175,M000236,CUS0070265,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-01-27,19999,427,251,2025-02-13,17,contested,won,2025-02-15
DSP000906,TXN0196687,M000236,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-13,1499,408,267,2025-03-02,17,contested,won,2025-03-19
DSP000907,TXN0197187,M000236,CUS0070583,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-16,19999,0,0,2025-10-01,15,accepted,accepted_refunded,
DSP000908,TXN0201584,M000237,CUS0072018,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-08-24,19999,496,237,2025-09-09,16,contested,won,2025-09-18
DSP000909,TXN0201046,M000237,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-02-01,399,422,299,2026-02-20,19,contested,won,2026-03-09
DSP000910,TXN0200770,M000237,CUS0071251,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-18,399,0,0,2026-02-26,8,accepted,accepted_refunded,
DSP000911,TXN0200856,M000237,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-31,399,595,270,2025-04-11,11,contested,won,2025-04-22
DSP000912,TXN0201429,M000237,CUS0071418,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-02,19999,511,288,2025-06-20,18,contested,won,2025-06-17
DSP000913,TXN0200015,M000237,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-29,19999,507,169,2025-06-13,15,contested,lost,2025-06-30
DSP000914,TXN0200750,M000237,CUS0071305,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-01,399,589,252,2025-04-08,7,contested,won,2025-04-16
DSP000915,TXN0199602,M000237,CUS0071452,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-03,19999,437,175,2025-07-13,10,contested,won,2025-08-01
DSP000916,TXN0200940,M000237,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-24,399,0,0,2025-06-10,17,accepted,accepted_refunded,
DSP000917,TXN0201898,M000237,CUS0071921,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-26,399,527,292,2025-09-07,12,contested,won,2025-09-26
DSP000918,TXN0203511,M000238,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-01,1349,0,0,2026-01-08,7,accepted,accepted_refunded,
DSP000919,TXN0204658,M000238,CUS0072920,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-27,1149,0,0,2025-07-06,9,accepted,accepted_refunded,
DSP000920,TXN0203525,M000238,CUS0072688,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-25,649,620,278,2026-02-13,19,contested,lost,2026-02-24
DSP000921,TXN0203343,M000238,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-06,945,527,184,2025-03-20,14,contested,won,2025-03-24
DSP000922,TXN0204076,M000238,CUS0073088,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-05,649,0,0,2025-09-20,15,accepted,accepted_refunded,
DSP000923,TXN0202396,M000238,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-30,999,618,187,2025-04-15,16,contested,lost,2025-04-17
DSP000924,TXN0202414,M000238,CUS0072315,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-28,329,0,0,2025-09-11,14,accepted,accepted_refunded,
DSP000925,TXN0202581,M000238,CUS0072991,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-08,2749,0,0,2025-10-27,19,accepted,accepted_refunded,
DSP000926,TXN0202903,M000238,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-22,2149,477,225,2025-07-09,17,contested,won,2025-07-28
DSP000927,TXN0202653,M000238,CUS0072591,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-28,1095,0,0,2025-07-12,14,accepted,accepted_refunded,
DSP000928,TXN0202150,M000238,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-08-10,2345,0,0,2025-08-21,11,accepted,accepted_refunded,
DSP000929,TXN0204464,M000238,CUS0072692,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-15,2699,414,251,2025-08-31,16,contested,lost,2025-09-08
DSP000930,TXN0205651,M000239,CUS0073834,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-14,4999,0,0,2025-07-02,18,accepted,accepted_refunded,
DSP000931,TXN0207299,M000239,CUS0073682,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-11,1499,724,195,2025-03-27,16,contested,won,2025-03-25
DSP000932,TXN0206665,M000239,CUS0073657,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-18,1499,438,190,2025-04-01,14,contested,won,2025-04-10
DSP000933,TXN0207275,M000239,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-07,1499,685,229,2025-06-17,10,contested,won,2025-07-05
DSP000934,TXN0205168,M000239,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-23,1499,475,193,2026-01-08,16,contested,won,2026-01-22
DSP000935,TXN0205407,M000239,CUS0073669,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-04,9999,0,0,2025-02-13,9,accepted,accepted_refunded,
DSP000936,TXN0205175,M000239,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-22,4999,738,169,2025-08-12,21,contested,won,2025-08-21
DSP000937,TXN0204817,M000239,CUS0073720,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-14,9999,0,0,2026-02-04,21,accepted,accepted_refunded,
DSP000938,TXN0207178,M000239,CUS0073545,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-03,4999,0,0,2025-11-17,14,accepted,accepted_refunded,
DSP000939,TXN0205839,M000239,CUS0073896,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-11,4999,688,294,2025-04-29,18,contested,won,2025-05-19
DSP000940,TXN0209937,M000240,CUS0074768,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-07-03,12799,486,177,2025-07-18,15,contested,won,2025-07-31
DSP000941,TXN0208718,M000240,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-22,16499,633,257,2025-03-10,16,contested,lost,2025-03-17
DSP000942,TXN0208475,M000240,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-31,6799,471,187,2025-09-08,8,contested,won,2025-10-07
DSP000943,TXN0208431,M000240,CUS0074284,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-11,3349,498,206,2025-06-18,7,contested,lost,2025-07-24
DSP000944,TXN0207660,M000240,CUS0074537,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-30,7999,440,271,2026-01-20,21,contested,won,2026-01-15
DSP000945,TXN0207968,M000240,CUS0074812,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-13,6299,713,292,2025-12-26,13,contested,lost,2025-12-28
DSP000946,TXN0209325,M000240,CUS0074579,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-12,19999,703,191,2025-05-31,19,contested,lost,2025-06-19
DSP000947,TXN0209332,M000240,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-13,2799,473,153,2026-01-21,8,contested,lost,2026-02-17
DSP000948,TXN0208783,M000240,CUS0074479,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-20,8899,708,187,2025-10-11,21,contested,lost,2025-10-24
DSP000949,TXN0207706,M000240,CUS0074253,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-17,25499,0,0,2025-10-31,14,accepted,accepted_refunded,
DSP000950,TXN0211410,M000241,CUS0075758,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-26,8999,535,185,2025-07-13,17,contested,lost,2025-07-15
DSP000951,TXN0212401,M000241,CUS0075884,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-29,1499,617,192,2025-06-18,20,contested,lost,2025-06-28
DSP000952,TXN0210243,M000241,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-12,1499,730,244,2025-07-22,10,contested,lost,2025-08-26
DSP000953,TXN0211894,M000241,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-31,1499,0,0,2025-08-20,20,accepted,accepted_refunded,
DSP000954,TXN0210880,M000241,CUS0075100,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-22,1499,0,0,2025-10-06,14,accepted,accepted_refunded,
DSP000955,TXN0210783,M000241,CUS0075390,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-05,1499,0,0,2025-10-15,10,accepted,accepted_refunded,
DSP000956,TXN0210494,M000241,CUS0075506,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-11,1499,0,0,2025-05-19,8,accepted,accepted_refunded,
DSP000957,TXN0210320,M000241,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-25,1499,0,0,2025-10-09,14,accepted,accepted_refunded,
DSP000958,TXN0212091,M000241,CUS0075942,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-20,1499,0,0,2025-10-28,8,accepted,accepted_refunded,
DSP000959,TXN0212119,M000241,CUS0075751,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-16,1499,0,0,2025-10-05,19,accepted,accepted_refunded,
DSP000960,TXN0211044,M000241,CUS0075816,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-02,1499,723,190,2025-10-13,11,contested,lost,2025-11-08
DSP000961,TXN0213573,M000242,CUS0076557,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-11,499,0,0,2025-10-23,12,accepted,accepted_refunded,
DSP000962,TXN0213819,M000242,CUS0076284,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-22,24999,0,0,2025-07-04,12,accepted,accepted_refunded,
DSP000963,TXN0213237,M000242,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-11,499,516,239,2025-12-24,13,contested,lost,2025-12-29
DSP000964,TXN0214970,M000242,CUS0076204,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-15,499,621,260,2025-05-27,12,contested,lost,2025-06-10
DSP000965,TXN0213816,M000242,CUS0076197,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-31,999,647,271,2026-02-09,9,contested,won,2026-03-17
DSP000966,TXN0213284,M000242,CUS0076517,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-07,499,0,0,2025-03-16,9,accepted,accepted_refunded,
DSP000967,TXN0215370,M000242,CUS0076462,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-07,499,0,0,2025-03-20,13,accepted,accepted_refunded,
DSP000968,TXN0214484,M000242,CUS0076340,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-01,999,461,214,2025-11-11,10,contested,lost,2025-11-18
DSP000969,TXN0213678,M000242,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-03-04,499,501,270,2026-03-15,11,contested,won,2026-03-21
DSP000970,TXN0214475,M000242,CUS0076137,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-11,499,0,0,2025-03-24,13,accepted,accepted_refunded,
DSP000971,TXN0215326,M000242,CUS0076494,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-11,499,715,235,2025-05-27,16,contested,lost,2025-06-07
DSP000972,TXN0214456,M000242,CUS0076087,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-16,499,534,279,2025-02-27,11,contested,won,2025-03-08
DSP000973,TXN0215436,M000242,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-05,1499,0,0,2025-12-17,12,accepted,accepted_refunded,
DSP000974,TXN0214076,M000242,CUS0076311,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-28,499,0,0,2025-05-10,12,accepted,accepted_refunded,
DSP000975,TXN0214821,M000242,CUS0076063,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-30,499,497,271,2025-06-16,17,contested,lost,2025-07-07
DSP000976,TXN0214691,M000242,CUS0076846,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-01,499,0,0,2025-06-15,14,accepted,accepted_refunded,
DSP000977,TXN0218091,M000243,CUS0077076,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-10-03,1049,0,0,2025-10-15,12,accepted,accepted_refunded,
DSP000978,TXN0217883,M000243,CUS0077799,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-16,1445,0,0,2025-04-05,20,accepted,accepted_refunded,
DSP000979,TXN0216427,M000243,CUS0077228,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-29,3099,430,199,2025-12-10,11,contested,lost,2025-12-31
DSP000980,TXN0217317,M000243,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-11,3799,523,299,2025-07-31,20,contested,won,2025-08-17
DSP000981,TXN0215841,M000243,CUS0077336,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-26,1399,617,257,2025-06-15,20,contested,won,2025-07-02
DSP000982,TXN0215646,M000243,CUS0077707,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-11,3245,0,0,2025-02-28,17,accepted,accepted_refunded,
DSP000983,TXN0216961,M000243,CUS0077320,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-11-14,2849,652,257,2025-11-22,8,contested,won,2025-12-17
DSP000984,TXN0216029,M000243,CUS0077384,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-01,2145,687,155,2025-03-20,19,contested,won,2025-03-26
DSP000985,TXN0216954,M000243,CUS0077115,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-08,1099,719,168,2025-12-21,13,contested,won,2026-01-05
DSP000986,TXN0217585,M000243,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-21,2345,673,273,2025-10-28,7,contested,won,2025-11-13
DSP000987,TXN0215980,M000243,CUS0077706,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-10,3499,0,0,2025-08-20,10,accepted,accepted_refunded,
DSP000988,TXN0216455,M000243,CUS0077370,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-19,2049,0,0,2025-11-05,17,accepted,accepted_refunded,
DSP000989,TXN0220402,M000244,CUS0078667,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-30,1449,705,176,2025-04-20,21,contested,won,2025-04-13
DSP000990,TXN0219212,M000244,CUS0078229,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-19,4245,642,253,2026-01-26,7,contested,won,2026-02-07
DSP000991,TXN0219148,M000244,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-17,1145,435,173,2026-01-24,7,contested,won,2026-02-27
DSP000992,TXN0218210,M000244,CUS0078765,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-10,599,472,270,2026-01-27,17,contested,won,2026-02-06
DSP000993,TXN0220559,M000244,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-21,1149,469,299,2025-11-05,15,contested,won,2025-11-24
DSP000994,TXN0218448,M000244,CUS0078408,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-04,4699,648,163,2025-06-14,10,contested,won,2025-07-03
DSP000995,TXN0221356,M000245,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-12,1499,576,259,2025-04-29,17,contested,won,2025-05-04
DSP000996,TXN0221040,M000245,CUS0079555,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-26,1499,570,259,2025-05-14,18,contested,won,2025-06-10
DSP000997,TXN0220821,M000245,,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-08-21,1499,0,0,2025-09-10,20,accepted,accepted_refunded,
